"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0015960","diadenosine polyphosphate biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0015966","diadenosine tetraphosphate biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0015965","diadenosine tetraphosphate metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0046452","dihydrofolate metabolic process","BP",2,1,0,0.324478508935047,1
"GO:1904155","DN2 thymocyte differentiation","BP",2,1,0,0.324478508935047,1
"GO:0044727","DNA demethylation of male pronucleus","BP",2,1,0,0.324478508935047,1
"GO:0032775","DNA methylation on adenine","BP",2,1,0,0.324478508935047,1
"GO:0071163","DNA replication preinitiation complex assembly","BP",2,1,0,0.324478508935047,1
"GO:0097378","dorsal spinal cord interneuron axon guidance","BP",2,1,0,0.324478508935047,1
"GO:0046074","dTMP catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0006226","dUMP biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0051542","elastin biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0097111","endoplasmic reticulum-Golgi intermediate compartment organization","BP",2,1,0,0.324478508935047,1
"GO:0098508","endothelial to hematopoietic transition","BP",2,1,0,0.324478508935047,1
"GO:0075506","entry of viral genome into host nucleus through nuclear pore complex via importin","BP",2,1,0,0.324478508935047,1
"GO:0030950","establishment or maintenance of actin cytoskeleton polarity","BP",2,1,0,0.324478508935047,1
"GO:0097156","fasciculation of motor neuron axon","BP",2,1,0,0.324478508935047,1
"GO:0097155","fasciculation of sensory neuron axon","BP",2,1,0,0.324478508935047,1
"GO:0042727","flavin-containing compound biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0060423","foregut regionalization","BP",2,1,0,0.324478508935047,1
"GO:0006003","fructose 2,6-bisphosphate metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0007402","ganglion mother cell fate determination","BP",2,1,0,0.324478508935047,1
"GO:0036093","germ cell proliferation","BP",2,1,0,0.324478508935047,1
"GO:0042078","germ-line stem cell division","BP",2,1,0,0.324478508935047,1
"GO:0030718","germ-line stem cell population maintenance","BP",2,1,0,0.324478508935047,1
"GO:0098728","germline stem cell asymmetric division","BP",2,1,0,0.324478508935047,1
"GO:0006043","glucosamine catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0006041","glucosamine metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0019682","glyceraldehyde-3-phosphate metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0034436","glycoprotein transport","BP",2,1,0,0.324478508935047,1
"GO:0048213","Golgi vesicle prefusion complex stabilization","BP",2,1,0,0.324478508935047,1
"GO:0035351","heme transmembrane transport","BP",2,1,0,0.324478508935047,1
"GO:0015817","histidine transport","BP",2,1,0,0.324478508935047,1
"GO:0043974","histone H3-K27 acetylation","BP",2,1,0,0.324478508935047,1
"GO:0097043","histone H3-K56 acetylation","BP",2,1,0,0.324478508935047,1
"GO:0046219","indolalkylamine biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0006148","inosine catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0038154","interleukin-11-mediated signaling pathway","BP",2,1,0,0.324478508935047,1
"GO:0038172","interleukin-33-mediated signaling pathway","BP",2,1,0,0.324478508935047,1
"GO:0090675","intermicrovillar adhesion","BP",2,1,0,0.324478508935047,1
"GO:0003011","involuntary skeletal muscle contraction","BP",2,1,0,0.324478508935047,1
"GO:1904200","iodide transmembrane transport","BP",2,1,0,0.324478508935047,1
"GO:0072071","kidney interstitial fibroblast differentiation","BP",2,1,0,0.324478508935047,1
"GO:0015882","L-ascorbic acid transmembrane transport","BP",2,1,0,0.324478508935047,1
"GO:0001572","lactosylceramide biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0046478","lactosylceramide metabolic process","BP",2,1,0,0.324478508935047,1
"GO:1901751","leukotriene A4 metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0002540","leukotriene production involved in inflammatory response","BP",2,1,0,0.324478508935047,1
"GO:0010877","lipid transport involved in lipid storage","BP",2,1,0,0.324478508935047,1
"GO:0061141","lung ciliated cell differentiation","BP",2,1,0,0.324478508935047,1
"GO:0060424","lung field specification","BP",2,1,0,0.324478508935047,1
"GO:0060492","lung induction","BP",2,1,0,0.324478508935047,1
"GO:0099403","maintenance of mitotic sister chromatid cohesion, telomeric","BP",2,1,0,0.324478508935047,1
"GO:0002176","male germ cell proliferation","BP",2,1,0,0.324478508935047,1
"GO:0048133","male germ-line stem cell asymmetric division","BP",2,1,0,0.324478508935047,1
"GO:0060744","mammary gland branching involved in thelarche","BP",2,1,0,0.324478508935047,1
"GO:0045204","MAPK export from nucleus","BP",2,1,0,0.324478508935047,1
"GO:0016344","meiotic chromosome movement towards spindle pole","BP",2,1,0,0.324478508935047,1
"GO:0090306","meiotic spindle assembly","BP",2,1,0,0.324478508935047,1
"GO:0030187","melatonin biosynthetic process","BP",2,1,0,0.324478508935047,1
"GO:0030186","melatonin metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0072185","metanephric cap development","BP",2,1,0,0.324478508935047,1
"GO:0090094","metanephric cap mesenchymal cell proliferation involved in metanephros development","BP",2,1,0,0.324478508935047,1
"GO:0072186","metanephric cap morphogenesis","BP",2,1,0,0.324478508935047,1
"GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP",2,1,0,0.324478508935047,1
"GO:0034553","mitochondrial respiratory chain complex II assembly","BP",2,1,0,0.324478508935047,1
"GO:0099404","mitotic sister chromatid cohesion, telomeric","BP",2,1,0,0.324478508935047,1
"GO:0048162","multi-layer follicle stage","BP",2,1,0,0.324478508935047,1
"GO:0002277","myeloid dendritic cell activation involved in immune response","BP",2,1,0,0.324478508935047,1
"GO:1905403","negative regulation of activated CD8-positive, alpha-beta T cell apoptotic process","BP",2,1,0,0.324478508935047,1
"GO:0070236","negative regulation of activation-induced cell death of T cells","BP",2,1,0,0.324478508935047,1
"GO:1902960","negative regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","BP",2,1,0,0.324478508935047,1
"GO:1905179","negative regulation of cardiac muscle tissue regeneration","BP",2,1,0,0.324478508935047,1
"GO:0045914","negative regulation of catecholamine metabolic process","BP",2,1,0,0.324478508935047,1
"GO:0001869","negative regulation of complement activation, lectin pathway","BP",2,1,0,0.324478508935047,1
"GO:1900248","negative regulation of cytoplasmic translational elongation","BP",2,1,0,0.324478508935047,1
"GO:0150066","negative regulation of deacetylase activity","BP",2,1,0,0.324478508935047,1
"GO:0045963","negative regulation of dopamine metabolic process","BP",2,1,0,0.324478508935047,1
"GO:1902567","negative regulation of eosinophil activation","BP",2,1,0,0.324478508935047,1
"GO:2000417","negative regulation of eosinophil migration","BP",2,1,0,0.324478508935047,1
"GO:1903597","negative regulation of gap junction assembly","BP",2,1,0,0.324478508935047,1
"GO:1905937","negative regulation of germ cell proliferation","BP",2,1,0,0.324478508935047,1
"GO:2000466","negative regulation of glycogen (starch) synthase activity","BP",2,1,0,0.324478508935047,1
"GO:0048817","negative regulation of hair follicle maturation","BP",2,1,0,0.324478508935047,1
"GO:1901726","negative regulation of histone deacetylase activity","BP",2,1,0,0.324478508935047,1
"GO:2000296","negative regulation of hydrogen peroxide catabolic process","BP",2,1,0,0.324478508935047,1
"GO:1904908","negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric","BP",2,1,0,0.324478508935047,1
"GO:2000255","negative regulation of male germ cell proliferation","BP",2,1,0,0.324478508935047,1
"GO:0032764","negative regulation of mast cell cytokine production","BP",2,1,0,0.324478508935047,1
"GO:1902631","negative regulation of membrane hyperpolarization","BP",2,1,0,0.324478508935047,1
"GO:0000961","negative regulation of mitochondrial RNA catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0045976","negative regulation of mitotic cell cycle, embryonic","BP",2,1,0,0.324478508935047,1
"GO:2000672","negative regulation of motor neuron apoptotic process","BP",2,1,0,0.324478508935047,1
"GO:0060212","negative regulation of nuclear-transcribed mRNA poly(A) tail shortening","BP",2,1,0,0.324478508935047,1
"GO:0043553","negative regulation of phosphatidylinositol 3-kinase activity","BP",2,1,0,0.324478508935047,1
"GO:1903765","negative regulation of potassium ion export across plasma membrane","BP",2,1,0,0.324478508935047,1
"GO:1902283","negative regulation of primary amine oxidase activity","BP",2,1,0,0.324478508935047,1
"GO:1903614","negative regulation of protein tyrosine phosphatase activity","BP",2,1,0,0.324478508935047,1
"GO:0061188","negative regulation of ribosomal DNA heterochromatin assembly","BP",2,1,0,0.324478508935047,1
"GO:0021914","negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning","BP",2,1,0,0.324478508935047,1
"GO:1902948","negative regulation of tau-protein kinase activity","BP",2,1,0,0.324478508935047,1
"GO:0010621","negative regulation of transcription by transcription factor localization","BP",2,1,0,0.324478508935047,1
"GO:0032912","negative regulation of transforming growth factor beta2 production","BP",2,1,0,0.324478508935047,1
"GO:2000077","negative regulation of type B pancreatic cell development","BP",2,1,0,0.324478508935047,1
"GO:0032902","nerve growth factor production","BP",2,1,0,0.324478508935047,1
"GO:0021849","neuroblast division in subventricular zone","BP",2,1,0,0.324478508935047,1
"GO:0000717","nucleotide-excision repair, DNA duplex unwinding","BP",2,1,0,0.324478508935047,1
"GO:0021557","oculomotor nerve development","BP",2,1,0,0.324478508935047,1
"GO:0021633","optic nerve structural organization","BP",2,1,0,0.324478508935047,1
"GO:0001552","ovarian follicle atresia","BP",2,1,0,0.324478508935047,1
"GO:0009052","pentose-phosphate shunt, non-oxidative branch","BP",2,1,0,0.324478508935047,1
"GO:0018125","peptidyl-cysteine methylation","BP",2,1,0,0.324478508935047,1
"GO:0061699","peptidyl-lysine deglutarylation","BP",2,1,0,0.324478508935047,1
"GO:0036049","peptidyl-lysine desuccinylation","BP",2,1,0,0.324478508935047,1
"GO:1990443","peptidyl-threonine autophosphorylation","BP",2,1,0,0.324478508935047,1
"GO:0002458","peripheral T cell tolerance induction","BP",2,1,0,0.324478508935047,1
"GO:0015823","phenylalanine transport","BP",2,1,0,0.324478508935047,1
"GO:0034478","phosphatidylglycerol catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0071619","phosphorylation of RNA polymerase II C-terminal domain serine 2 residues","BP",2,1,0,0.324478508935047,1
"GO:0044855","plasma membrane raft distribution","BP",2,1,0,0.324478508935047,1
"GO:0044856","plasma membrane raft localization","BP",2,1,0,0.324478508935047,1
"GO:1904831","positive regulation of aortic smooth muscle cell differentiation","BP",2,1,0,0.324478508935047,1
"GO:1904094","positive regulation of autophagic cell death","BP",2,1,0,0.324478508935047,1
"GO:0060559","positive regulation of calcidiol 1-monooxygenase activity","BP",2,1,0,0.324478508935047,1
"GO:1903679","positive regulation of cap-independent translational initiation","BP",2,1,0,0.324478508935047,1
"GO:1904849","positive regulation of cell chemotaxis to fibroblast growth factor","BP",2,1,0,0.324478508935047,1
"GO:0038091","positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway","BP",2,1,0,0.324478508935047,1
"GO:0002876","positive regulation of chronic inflammatory response to antigenic stimulus","BP",2,1,0,0.324478508935047,1
"GO:1904105","positive regulation of convergent extension involved in gastrulation","BP",2,1,0,0.324478508935047,1
"GO:2000017","positive regulation of determination of dorsal identity","BP",2,1,0,0.324478508935047,1
"GO:2000546","positive regulation of endothelial cell chemotaxis to fibroblast growth factor","BP",2,1,0,0.324478508935047,1
"GO:2000424","positive regulation of eosinophil chemotaxis","BP",2,1,0,0.324478508935047,1
"GO:0060769","positive regulation of epithelial cell proliferation involved in prostate gland development","BP",2,1,0,0.324478508935047,1
"GO:2000473","positive regulation of hematopoietic stem cell migration","BP",2,1,0,0.324478508935047,1
"GO:1903945","positive regulation of hepatocyte apoptotic process","BP",2,1,0,0.324478508935047,1
"GO:0007228","positive regulation of hh target transcription factor activity","BP",2,1,0,0.324478508935047,1
"GO:2001255","positive regulation of histone H3-K36 trimethylation","BP",2,1,0,0.324478508935047,1
"GO:0002038","positive regulation of L-glutamate import across plasma membrane","BP",2,1,0,0.324478508935047,1
"GO:1904999","positive regulation of leukocyte adhesion to arterial endothelial cell","BP",2,1,0,0.324478508935047,1
"GO:0110113","positive regulation of lipid transporter activity","BP",2,1,0,0.324478508935047,1
"GO:1903490","positive regulation of mitotic cytokinesis","BP",2,1,0,0.324478508935047,1
"GO:0043315","positive regulation of neutrophil degranulation","BP",2,1,0,0.324478508935047,1
"GO:0042488","positive regulation of odontogenesis of dentin-containing tooth","BP",2,1,0,0.324478508935047,1
"GO:1900738","positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway","BP",2,1,0,0.324478508935047,1
"GO:0060697","positive regulation of phospholipid catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0072513","positive regulation of secondary heart field cardioblast proliferation","BP",2,1,0,0.324478508935047,1
"GO:1904395","positive regulation of skeletal muscle acetylcholine-gated channel clustering","BP",2,1,0,0.324478508935047,1
"GO:1904349","positive regulation of small intestine smooth muscle contraction","BP",2,1,0,0.324478508935047,1
"GO:0032224","positive regulation of synaptic transmission, cholinergic","BP",2,1,0,0.324478508935047,1
"GO:2000409","positive regulation of T cell extravasation","BP",2,1,0,0.324478508935047,1
"GO:0061402","positive regulation of transcription from RNA polymerase II promoter in response to acidic pH","BP",2,1,0,0.324478508935047,1
"GO:0001546","preantral ovarian follicle growth","BP",2,1,0,0.324478508935047,1
"GO:0060431","primary lung bud formation","BP",2,1,0,0.324478508935047,1
"GO:0007538","primary sex determination","BP",2,1,0,0.324478508935047,1
"GO:0021740","principal sensory nucleus of trigeminal nerve development","BP",2,1,0,0.324478508935047,1
"GO:0010133","proline catabolic process to glutamate","BP",2,1,0,0.324478508935047,1
"GO:1902859","propionyl-CoA catabolic process","BP",2,1,0,0.324478508935047,1
"GO:0061698","protein deglutarylation","BP",2,1,0,0.324478508935047,1
"GO:0036048","protein desuccinylation","BP",2,1,0,0.324478508935047,1
"GO:1903292","protein localization to Golgi membrane","BP",2,1,0,0.324478508935047,1
"GO:0097355","protein localization to heterochromatin","BP",2,1,0,0.324478508935047,1
