"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0086024","adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0140200","adenylate cyclase-activating adrenergic receptor signaling pathway involved in regulation of heart rate","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0031635","adenylate cyclase-inhibiting opioid receptor signaling pathway","BP",1,1,0,0.324661138970259,1
"GO:0001315","age-dependent response to reactive oxygen species","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0098630","aggregation of unicellular organisms","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0097055","agmatine biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1905069","allantois development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002299","alpha-beta intraepithelial T cell differentiation","BP",1,1,0,0.324661138970259,1
"GO:0061143","alveolar primary septum development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0061144","alveolar secondary septum development","BP",1,1,0,0.324661138970259,1
"GO:0043041","amino acid activation for nonribosomal peptide biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0032974","amino acid transmembrane export from vacuole","BP",1,1,0,0.324661138970259,1
"GO:0021541","ammon gyrus development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0097086","amniotic stem cell differentiation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0098990","AMPA selective glutamate receptor signaling pathway","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0010021","amylopectin biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:2000896","amylopectin metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0055048","anastral spindle assembly","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0086098","angiotensin-activated signaling pathway involved in heart process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0003051","angiotensin-mediated drinking behavior","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0072099","anterior/posterior pattern specification involved in ureteric bud development","BP",1,1,0,0.324661138970259,1
"GO:0098964","anterograde dendritic transport of messenger ribonucleoprotein complex","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0140367","antibacterial innate immune response","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002485","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002488","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002489","antigen processing and presentation of endogenous peptide antigen via MHC class Ib via ER pathway, TAP-dependent","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002481","antigen processing and presentation of exogenous protein antigen via MHC class Ib, TAP-dependent","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002406","antigen sampling by M cells in mucosal-associated lymphoid tissue","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002404","antigen sampling in mucosal-associated lymphoid tissue","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002412","antigen transcytosis by M cells in mucosal-associated lymphoid tissue","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0015700","arsenite transport","BP",1,1,0,0.324661138970259,1
"GO:0072021","ascending thin limb development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0006530","asparagine catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0033345","asparagine catabolic process via L-aspartate","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0006532","aspartate biosynthetic process","BP",1,1,0,0.324661138970259,1
"GO:0090164","asymmetric Golgi ribbon formation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060929","atrioventricular node cell fate commitment","BP",1,1,0,0.324661138970259,1
"GO:0061910","autophagosome-endosome fusion","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0086053","AV node cell to bundle of His cell communication by electrical coupling","BP",1,1,0,0.324661138970259,1
"GO:0090245","axis elongation involved in somitogenesis","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002450","B cell antigen processing and presentation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002368","B cell cytokine production","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002514","B cell tolerance induction","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0045175","basal protein localization","BP",1,1,0,0.324661138970259,1
"GO:0097510","base-excision repair, AP site formation via deaminated base removal","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0019482","beta-alanine metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1904837","beta-catenin-TCF complex assembly","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0042710","biofilm formation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002815","biosynthetic process of antibacterial peptides active against Gram-positive bacteria","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0003130","BMP signaling pathway involved in heart induction","BP",1,1,0,0.324661138970259,1
"GO:0071893","BMP signaling pathway involved in nephric duct formation","BP",1,1,0,0.324661138970259,1
"GO:0061151","BMP signaling pathway involved in renal system segmentation","BP",1,1,0,0.324661138970259,1
"GO:0021919","BMP signaling pathway involved in spinal cord dorsal/ventral patterning","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0061149","BMP signaling pathway involved in ureter morphogenesis","BP",1,1,0,0.324661138970259,1
"GO:0031989","bombesin receptor signaling pathway","BP",1,1,0,0.324661138970259,1
"GO:0035284","brain segmentation","BP",1,1,0,0.324661138970259,1
"GO:0060854","branching involved in lymph vessel morphogenesis","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0061114","branching involved in pancreas morphogenesis","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060503","bud dilation involved in lung branching","BP",1,1,0,0.324661138970259,1
"GO:0046359","butyrate catabolic process","BP",1,1,0,0.324661138970259,1
"GO:0021870","Cajal-Retzius cell differentiation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1990408","calcitonin gene-related peptide receptor signaling pathway","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1901660","calcium ion export","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1990092","calcium-dependent self proteolysis","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0061324","canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1905474","canonical Wnt signaling pathway involved in stem cell proliferation","BP",1,1,0,0.324661138970259,1
"GO:0110017","cap-independent translational initiation of linear mRNA","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060927","cardiac pacemaker cell fate commitment","BP",1,1,0,0.324661138970259,1
"GO:0016118","carotenoid catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060536","cartilage morphogenesis","BP",1,1,0,0.324661138970259,1
"GO:0021757","caudate nucleus development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0035724","CD24 biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002298","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0002300","CD8-positive, alpha-beta intraepithelial T cell differentiation","BP",1,1,0,0.324661138970259,1
"GO:0002302","CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",1,1,0,0.324661138970259,1
"GO:0090667","cell chemotaxis to vascular endothelial growth factor","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071976","cell gliding","BP",1,1,0,0.324661138970259,1
"GO:0061381","cell migration in diencephalon","BP",1,1,0,0.324661138970259,1
"GO:0035441","cell migration involved in vasculogenesis","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0090529","cell septum assembly","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0043605","cellular amide catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0098849","cellular detoxification of cadmium ion","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0072755","cellular response to benomyl","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1904976","cellular response to bleomycin","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0061433","cellular response to caloric restriction","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071245","cellular response to carbon monoxide","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071247","cellular response to chromate","BP",1,1,0,0.324661138970259,1
"GO:0072749","cellular response to cytochalasin B","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071324","cellular response to disaccharide stimulus","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1905396","cellular response to flavonoid","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1902618","cellular response to fluoride","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071412","cellular response to genistein","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1905631","cellular response to glyceraldehyde","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071413","cellular response to hydroxyisoflavone","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071348","cellular response to interleukin-11","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0035963","cellular response to interleukin-13","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0071283","cellular response to iron(III) ion","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1904387","cellular response to L-phenylalanine derivative","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0036245","cellular response to menadione","BP",1,1,0,0.324661138970259,1
"GO:1904843","cellular response to nitroglycerin","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1905546","cellular response to phenylpropanoid","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0072715","cellular response to selenite ion","BP",1,1,0,0.324661138970259,1
"GO:0071329","cellular response to sucrose stimulus","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1904482","cellular response to tetrahydrofolate","BP",1,1,0,0.324661138970259,1
"GO:0097069","cellular response to thyroxine stimulus","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1990451","cellular stress response to acidic pH","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0035283","central nervous system segmentation","BP",1,1,0,0.324661138970259,1
"GO:1905373","ceramide phosphoethanolamine biosynthetic process","BP",1,1,0,0.324661138970259,1
"GO:1905371","ceramide phosphoethanolamine metabolic process","BP",1,1,0,0.324661138970259,1
"GO:0021698","cerebellar cortex structural organization","BP",1,1,0,0.324661138970259,1
"GO:0021688","cerebellar molecular layer formation","BP",1,1,0,0.324661138970259,1
"GO:0021691","cerebellar Purkinje cell layer maturation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0021693","cerebellar Purkinje cell layer structural organization","BP",1,1,0,0.324661138970259,1
"GO:0070731","cGMP transport","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1904764","chaperone-mediated autophagy translocation complex disassembly","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0036392","chemokine (C-C motif) ligand 20 production","BP",1,1,0,0.324661138970259,1
"GO:0071606","chemokine (C-C motif) ligand 4 production","BP",1,1,0,0.324661138970259,1
"GO:0035393","chemokine (C-X-C motif) ligand 9 production","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1902488","cholangiocyte apoptotic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0010879","cholesterol transport involved in cholesterol storage","BP",1,1,0,0.324661138970259,1
"GO:0050653","chondroitin sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0072356","chromosome passenger complex localization to kinetochore","BP",1,1,0,0.324661138970259,1
"GO:0060830","ciliary receptor clustering involved in smoothened signaling pathway","BP",1,1,0,0.324661138970259,1
"GO:1905224","clathrin-coated pit assembly","BP",1,1,0,0.324661138970259,1
"GO:1990771","clathrin-dependent extracellular exosome endocytosis","BP",1,1,0,0.324661138970259,1
"GO:0044355","clearance of foreign intracellular DNA","BP",1,1,0,0.324661138970259,1
"GO:0099046","clearance of foreign intracellular nucleic acids","BP",1,1,0,0.324661138970259,1
"GO:0036090","cleavage furrow ingression","BP",1,1,0,0.324661138970259,1
"GO:0021747","cochlear nucleus development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0061580","colon epithelial cell migration","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:1990765","colon smooth muscle contraction","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0072137","condensed mesenchymal cell proliferation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0072027","connecting tubule development","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0051089","constitutive protein ectodomain proteolysis","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0060028","convergent extension involved in axis elongation","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0046814","coreceptor-mediated virion attachment to host cell","BP",1,1,0,0.324661138970259,1
"GO:0048789","cytoskeletal matrix organization at active zone","BP",1,1,0,0.324661138970259,1
"GO:0055130","D-alanine catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0046144","D-alanine family amino acid metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0046436","D-alanine metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0019478","D-amino acid catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0036088","D-serine catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0046057","dADP catabolic process","BP",1,1,0,0.324661138970259,1
"GO:0046056","dADP metabolic process","BP",1,1,0,0.324661138970259,1
"GO:0006253","dCTP catabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0046065","dCTP metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0035993","deltoid tuberosity development","BP",1,1,0,0.324661138970259,1
"GO:0046092","deoxycytidine metabolic process","BP",1,1,1,0.324661138970259,0.506628270691624
"GO:0009192","deoxyribonucleoside diphosphate catabolic process","BP",1,1,0,0.324661138970259,1
"GO:0001581","detection of chemical stimulus involved in sensory perception of sour taste","BP",1,1,0,0.324661138970259,1
